index,t,value
0,0.0,0.0
1,0.0001,0.0031415874858795635
2,0.0002,0.006283143965558951
3,0.0003,0.009424638433144004
4,0.0004,0.012566039883352607
5,0.0005,0.015707317311820675
6,0.0006,0.018848439715408172
7,0.0007,0.021989376092505106
8,0.0008,0.02513009544333748
9,0.0009,0.028270566770273252
10,0.001,0.03141075907812829
11,0.0011,0.03455064137447227
12,0.0012,0.037690182669934534
13,0.0013,0.040829351978509995
14,0.0014,0.0439681183178649
15,0.0015,0.047106450709642665
16,0.0016,0.050244318179769556
17,0.0017,0.05338168975876047
18,0.0018,0.05651853448202453
19,0.0019,0.0596548213901707
20,0.002,0.06279051952931337
21,0.0021,0.06592559795137784
22,0.0022,0.0690600257144058
23,0.0023,0.0721937718828606
24,0.0024,0.07532680552793271
25,0.0025,0.07845909572784494
26,0.0026,0.08159061156815754
27,0.0027,0.08472132214207344
28,0.0028,0.08785119655074317
29,0.0029,0.09098020390356991
30,0.003,0.09410831331851433
31,0.0031,0.09723549392239932
32,0.0032,0.1003617148512149
33,0.0033,0.10348694525042253
34,0.0034,0.1066111542752599
35,0.0035,0.10973431109104527
36,0.0036,0.11285638487348168
37,0.0037,0.11597734480896137
38,0.0038,0.11909716009486973
39,0.0039,0.12221579993988943
40,0.004,0.12533323356430426
41,0.0041,0.12844943020030286
42,0.0042,0.13156435909228248
43,0.0043,0.1346779894971526
44,0.0044,0.13779029068463808
45,0.0045,0.14090123193758264
46,0.0046,0.14401078255225216
47,0.0047,0.14711891183863737
48,0.0048,0.15022558912075704
49,0.0049,0.15333078373696063
50,0.005,0.15643446504023087
51,0.0051,0.1595366023984863
52,0.0052,0.16263716519488358
53,0.0053,0.1657361228281197
54,0.0054,0.16883344471273387
55,0.0055,0.17192910027940952
56,0.0056,0.17502305897527604
57,0.0057,0.17811529026421014
58,0.0058,0.18120576362713733
59,0.0059,0.1842944485623333
60,0.006,0.18738131458572463
61,0.0061,0.1904663312311899
62,0.0062,0.19354946805086023
63,0.0063,0.19663069461542007
64,0.0064,0.19970998051440703
65,0.0065,0.20278729535651246
66,0.0066,0.20586260876988133
67,0.0067,0.2089358904024117
68,0.0068,0.21200710992205463
69,0.0069,0.21507623701711337
70,0.007,0.21814324139654254
71,0.0071,0.2212080927902471
72,0.0072,0.22427076094938117
73,0.0073,0.22733121564664643
74,0.0074,0.23038942667659057
75,0.0075,0.2334453638559054
76,0.0076,0.23649899702372468
77,0.0077,0.23955029604192182
78,0.0078,0.2425992307954074
79,0.0079,0.24564577119242634
80,0.008,0.2486898871648548
81,0.0081,0.25173154866849706
82,0.0082,0.25477072568338216
83,0.0083,0.25780738821405985
84,0.0084,0.2608415062898969
85,0.0085,0.2638730499653729
86,0.0086,0.26690198932037557
87,0.0087,0.2699282944604963
88,0.0088,0.2729519355173252
89,0.0089,0.2759728826487457
90,0.009,0.2789911060392292
91,0.0091,0.28200657590012945
92,0.0092,0.2850192624699761
93,0.0093,0.28802913601476915
94,0.0094,0.2910361668282718
95,0.0095,0.29404032523230395
96,0.0096,0.29704158157703486
97,0.0097,0.30003990624127624
98,0.0098,0.30303526963277394
99,0.0099,0.30602764218850076
100,0.01,0.3090169943749474
101,0.0101,0.3120032966884148
102,0.0102,0.3149865196553048
103,0.0103,0.31796663383241097
104,0.0104,0.3209436098072095
105,0.0105,0.3239174181981494
106,0.0106,0.32688802965494246
107,0.0107,0.32985541485885284
108,0.0108,0.3328195445229866
109,0.0109,0.33578038939258065
110,0.011,0.33873792024529137
111,0.0111,0.3416921078914833
112,0.0112,0.34464292317451706
113,0.0113,0.347590336971037
114,0.0114,0.350534320191259
115,0.0115,0.35347484377925714
116,0.0116,0.3564118787132507
117,0.0117,0.35934539600589066
118,0.0118,0.36227536670454563
119,0.0119,0.3652017618915878
120,0.012,0.368124552684678
121,0.0121,0.371043710237051
122,0.0122,0.37395920573780045
123,0.0123,0.37687101041216264
124,0.0124,0.37977909552180106
125,0.0125,0.3826834323650898
126,0.0126,0.38558399227739654
127,0.0127,0.38848074663136606
128,0.0128,0.3913736668372024
129,0.0129,0.39426272434295095
130,0.013,0.39714789063478056
131,0.0131,0.40002913723726474
132,0.0132,0.40290643571366264
133,0.0133,0.40577975766619995
134,0.0134,0.40864907473634904
135,0.0135,0.41151435860510877
136,0.0136,0.4143755809932841
137,0.0137,0.41723271366176523
138,0.0138,0.42008572841180625
139,0.0139,0.42293459708530323
140,0.014,0.42577929156507266
141,0.0141,0.4286197837751283
142,0.0142,0.43145604568095897
143,0.0143,0.4342880492898046
144,0.0144,0.4371157666509329
145,0.0145,0.43993916985591514
146,0.0146,0.4427582310389015
147,0.0147,0.4455729223768963
148,0.0148,0.44838321609003223
149,0.0149,0.4511890844418451
150,0.015,0.45399049973954675
151,0.0151,0.45678743433429947
152,0.0152,0.4595798606214878
153,0.0153,0.46236775104099176
154,0.0154,0.4651510780774583
155,0.0155,0.4679298142605734
156,0.0156,0.4707039321653325
157,0.0157,0.4734734044123121
158,0.0158,0.4762382036679391
159,0.0159,0.478998302644761
160,0.016,0.4817536741017153
161,0.0161,0.4845042908443979
162,0.0162,0.4872501257253323
163,0.0163,0.48999115164423646
164,0.0164,0.49272734154829156
165,0.0165,0.4954586684324076
166,0.0166,0.4981851053394908
167,0.0167,0.5009066253607098
168,0.0168,0.5036232016357608
169,0.0169,0.5063348073531325
170,0.017,0.5090414157503713
171,0.0171,0.5117430001143449
172,0.0172,0.5144395337815064
173,0.0173,0.5171309901381571
174,0.0174,0.5198173426207094
175,0.0175,0.5224985647159488
176,0.0176,0.5251746299612957
177,0.0177,0.5278455119450665
178,0.0178,0.530511184306734
179,0.0179,0.5331716207371886
180,0.018,0.5358267949789965
181,0.0181,0.5384766808266602
182,0.0182,0.5411212521268759
183,0.0183,0.5437604827787924
184,0.0184,0.5463943467342691
185,0.0185,0.5490228179981317
186,0.0186,0.5516458706284302
187,0.0187,0.5542634787366941
188,0.0188,0.556875616488188
189,0.0189,0.559482258102167
190,0.019,0.5620833778521306
191,0.0191,0.564678950066077
192,0.0192,0.5672689491267564
193,0.0193,0.5698533494719238
194,0.0194,0.5724321255945909
195,0.0195,0.5750052520432786
196,0.0196,0.5775727034222675
197,0.0197,0.5801344543918493
198,0.0198,0.5826904796685761
199,0.0199,0.5852407540255101
200,0.02,0.5877852522924731
201,0.0201,0.5903239493562945
202,0.0202,0.5928568201610592
203,0.0203,0.5953838397083548
204,0.0204,0.5979049830575188
205,0.0205,0.600420225325884
206,0.0206,0.6029295416890247
207,0.0207,0.6054329073810013
208,0.0208,0.6079302976946054
209,0.0209,0.6104216879816025
210,0.021,0.6129070536529765
211,0.0211,0.6153863701791715
212,0.0212,0.6178596130903343
213,0.0213,0.620326757976556
214,0.0214,0.6227877804881125
215,0.0215,0.6252426563357051
216,0.0216,0.6276913612907005
217,0.0217,0.6301338711853691
218,0.0218,0.6325701619131244
219,0.0219,0.6350002094287606
220,0.022,0.6374239897486896
221,0.0221,0.6398414789511784
222,0.0222,0.6422526531765844
223,0.0223,0.6446574886275913
224,0.0224,0.6470559615694442
225,0.0225,0.6494480483301837
226,0.0226,0.6518337253008787
227,0.0227,0.6542129689358611
228,0.0228,0.6565857557529565
