index,t,value
0,0.0,0.0
1,0.0001,0.0012566367307023255
2,0.0002,0.0025132714770037265
3,0.0003,0.003769902254506413
4,0.0004,0.005026527078818862
5,0.0005,0.006283143965558951
6,0.0006,0.00753975093035709
7,0.0007,0.008796345988859365
8,0.0008,0.010052927156730652
9,0.0009,0.01130949244965777
10,0.001,0.012566039883352607
11,0.0011,0.01382256747355525
12,0.0012,0.015079073236037117
13,0.0013,0.01633555518660411
14,0.0014,0.017592011341099723
15,0.0015,0.018848439715408175
16,0.0016,0.020104838325457577
17,0.0017,0.021361205187223023
18,0.0018,0.022617538316729753
19,0.0019,0.02387383573005627
20,0.002,0.02513009544333748
21,0.0021,0.02638631547276781
22,0.0022,0.02764249383460438
23,0.0023,0.028898628545170082
24,0.0024,0.03015471762085675
25,0.0025,0.03141075907812829
26,0.0026,0.03266675093352379
27,0.0027,0.033922691203660676
28,0.0028,0.035178577905237825
29,0.0029,0.036434409055038704
30,0.003,0.03769018266993454
31,0.0031,0.03894589676688735
32,0.0032,0.0402015493629532
33,0.0033,0.04145713847528524
34,0.0034,0.04271266212113688
35,0.0035,0.0439681183178649
36,0.0036,0.04522350508293261
37,0.0037,0.04647882043391296
38,0.0038,0.04773406238849164
39,0.0039,0.04898922896447029
40,0.004,0.050244318179769556
41,0.0041,0.05149932805243225
42,0.0042,0.052754256600626465
43,0.0043,0.05400910184264876
44,0.0044,0.05526386179692719
45,0.0045,0.05651853448202452
46,0.0046,0.05777311791664134
47,0.0047,0.05902761011961914
48,0.0048,0.06028200910994351
49,0.0049,0.06153631290674722
50,0.005,0.06279051952931337
51,0.0051,0.06404462699707851
52,0.0052,0.06529863332963574
53,0.0053,0.06655253654673796
54,0.0054,0.06780633466830076
55,0.0055,0.06906002571440578
56,0.0056,0.0703136077053038
57,0.0057,0.07156707866141768
58,0.0058,0.0728204366033457
59,0.0059,0.07407367955186461
60,0.006,0.07532680552793272
61,0.0061,0.07657981255269306
62,0.0062,0.07783269864747652
63,0.0063,0.07908546183380492
64,0.0064,0.08033810013339422
65,0.0065,0.08159061156815754
66,0.0066,0.08284299416020839
67,0.0067,0.08409524593186368
