frequency_hz,magnitude,phase_rad
0.0,1.2071686972271521e-17,0.0
0.1,3.5847191970577604e-17,1.146595208446129
0.2,2.814181853083508e-17,2.2145155253213757
0.30000000000000004,2.4944250454275873e-17,2.739988010292529
0.4,1.3432137220943635e-17,-3.093634235871909
0.5,7.486336133692619e-18,-1.9875839323198403
0.6000000000000001,2.322697634272149e-17,0.5213235304241592
0.7000000000000001,1.655631298327811e-17,1.976224957056172
0.8,2.7615781563166388e-17,0.9656834695151653
0.9,1.9254343649340414e-17,1.118119594218438
1.0,4.2958868074802186e-17,1.1500579386575611
1.1,4.562266442961195e-17,1.4510554942754124
1.2000000000000002,4.995772089719409e-17,1.4224432134035543
1.3,4.539986581420964e-17,1.544086785438483
1.4000000000000001,3.823852710980096e-17,1.4561244372010487
1.5,3.7144381596373303e-17,1.0770122419201287
1.6,8.948910823032385e-17,1.3055686962117756
1.7000000000000002,6.938968009881165e-17,1.6022724619388116
1.8,6.608070975612524e-17,1.5734651316982213
1.9000000000000001,7.363225031825425e-17,1.2158096130819869
2.0,9.61758906406538e-17,1.258924511547419
2.1,1.055112757931037e-16,1.354418008268449
2.2,1.144270560465544e-16,1.5851813160367496
2.3000000000000003,1.0485631627568609e-16,1.530106838958371
2.4000000000000004,1.1227205370869327e-16,1.4151974020626743
2.5,1.1628239068765368e-16,1.422516064734613
2.6,1.446070215852822e-16,1.5012168122739877
2.7,1.401531534432294e-16,1.4926733673827632
2.8000000000000003,1.3915267130224795e-16,1.5840990903572927
2.9000000000000004,1.3974842853813337e-16,1.4710119749316506
3.0,1.651704832030313e-16,1.4381539283129396
3.1,1.8658633659134017e-16,1.460974229225047
3.2,1.852582968650985e-16,1.6008587909504188
3.3000000000000003,1.8192052369165845e-16,1.5569022139345112
3.4000000000000004,1.7735186617670735e-16,1.4867192667074807
3.5,2.1205524698054997e-16,1.469969101756046
3.6,2.4330640444968157e-16,1.5170331554087049
3.7,2.5162909055898065e-16,1.6070233344518219
3.8000000000000003,2.4853750104023074e-16,1.5740486738489456
3.9000000000000004,2.545169963066698e-16,1.5016513835212963
4.0,3.0412442876661034e-16,1.4691283856597457
