frequency_hz,magnitude,phase_rad
0.0,3.121427435226527e-19,0.0
0.2,5.983385633746059e-18,-0.6578165144617061
0.4,3.1464633441703934e-18,0.48973512523512047
0.6000000000000001,6.62367717713918e-18,1.0185555989072446
0.8,8.466366018615058e-18,0.9639750382953244
1.0,1.9141052237414816e-17,1.569087863272713
1.2000000000000002,1.6343762455811345e-17,1.2639289890666503
1.4000000000000001,1.3423649330876773e-17,1.0828668258784153
1.6,2.0530464326818725e-17,1.5665712107000804
1.8,1.483463929710144e-17,1.587460441957861
2.0,2.1619080923498165e-17,1.7715599542192342
2.2,2.5987551435813895e-17,1.745815787560338
2.4000000000000004,2.47372905760926e-17,1.6004498317336628
2.6,3.6972497325746814e-17,1.743590214927796
2.8000000000000003,3.335412178053834e-17,1.6358222903364836
3.0,3.410786255826944e-17,1.739515910762223
3.2,4.0061526364698533e-17,1.648005766493769
3.4000000000000004,4.2778854377095256e-17,1.4404460322819321
3.6,5.820599241455697e-17,1.5890592531257746
3.8000000000000003,7.280762012396283e-17,1.5392242293901786
4.0,8.884298914057787e-17,1.564283683081097
4.2,1.2873197702503063e-16,1.597933212971134
4.4,1.5318771973040148e-16,1.5729345347329518
4.6000000000000005,2.2460747550672384e-16,1.5906789520956925
4.800000000000001,4.78086379777022e-16,1.5679448474016597
5.0,0.5,-1.5707963267948997
5.2,4.909801542172735e-16,-1.5709259133053985
5.4,2.4389372347683643e-16,-1.5974207755709267
5.6000000000000005,1.6864070150836589e-16,-1.605993178048913
5.800000000000001,1.51672086007089e-16,-1.6592932783952739
6.0,1.0968624734852435e-16,-1.6107261843642209
6.2,9.585974795838775e-17,-1.567539018332612
6.4,8.059366599290907e-17,-1.5579140630479846
6.6000000000000005,6.241413219505188e-17,-1.4020596545655934
6.800000000000001,6.081705215685789e-17,-1.5802543308060963
7.0,5.4508801707510085e-17,-1.5608639779938438
7.2,5.256824694761314e-17,-1.6131845323859015
7.4,4.9718615153276297e-17,-1.567623745925297
7.6000000000000005,4.642884123066083e-17,-1.5851466850370286
7.800000000000001,4.6583248889430435e-17,-1.6787849499802636
8.0,4.6775398148306386e-17,-1.5763238366772767
8.200000000000001,2.987194100004323e-17,-1.4426356082940146
8.4,3.632498705463146e-17,-1.5684945212945065
8.6,3.7077447325492764e-17,-1.5282318062564448
8.8,3.505676017418982e-17,-1.517178986644817
9.0,3.407657797356514e-17,-1.6198277134945942
9.200000000000001,2.977781199642855e-17,-1.4371365260943458
9.4,2.3327626192031595e-17,-1.4412637723982147
9.600000000000001,2.3618850973712638e-17,-1.4181664703282213
9.8,1.939601221586823e-17,-1.3130096939023
10.0,2.1274667701251664e-17,-1.5840011044561044
10.200000000000001,2.345928694500673e-17,-1.5320838628684106
10.4,1.9413081341039455e-17,-1.5389895539191274
10.600000000000001,2.4659029527503846e-17,-1.556937659748787
10.8,1.9498843237024228e-17,-1.8340159635104845
11.0,2.2598258426304226e-17,-1.5870893478542374
11.200000000000001,2.0669385182616562e-17,-1.1151292866291787
11.4,3.2243313383632025e-17,-0.9234116303619426
11.600000000000001,5.947083550435771e-18,0.3687787788842997
11.8,1.3647102383106688e-17,2.063207615025758
12.0,2.8230775308012115e-17,2.9366079376930223
12.200000000000001,4.2478939901182207e-17,-2.6949710492841135
12.4,4.7060384133012147e-17,-2.341366909786195
12.600000000000001,5.15308077349639e-17,-1.8780381837389117
12.8,3.9146954995388003e-17,-1.5846654762994434
13.0,2.4140462234113103e-17,-1.1992811468978508
13.200000000000001,2.0693423848396066e-17,-1.4809185704250416
13.4,1.639106811434526e-17,-1.7081336275249195
13.600000000000001,2.3441449317834673e-17,-1.8223725455002038
13.8,2.7222506434624476e-17,-1.6143755944582214
14.0,2.083971377671937e-17,-1.3310638263847638
14.200000000000001,1.808741184280128e-17,-1.689215753242678
14.4,1.2516003022531293e-17,-1.5627927912721118
14.600000000000001,1.624692788901539e-17,-1.6701401630353965
14.8,1.8157355276811764e-17,-1.6804169603801369
15.0,1.3848279489115298e-17,-1.3933696892704808
15.200000000000001,1.1999008245232263e-17,-1.4348783853278237
15.4,8.096812327109884e-18,-1.9592852902255702
