index,t,value
0,0.0,0.0
1,0.0001,0.0006283184893762572
2,0.0002,0.0012566367307023255
3,0.0003,0.0018849544759281134
4,0.0004,0.0025132714770037265
5,0.0005,0.0031415874858795635
6,0.0006,0.003769902254506413
7,0.0007,0.004398215534835557
8,0.0008,0.005026527078818862
9,0.0009,0.005654836638408881
10,0.001,0.006283143965558951
11,0.0011,0.006911448812223289
12,0.0012,0.00753975093035709
13,0.0013,0.008168050071916634
14,0.0014,0.008796345988859365
15,0.0015,0.009424638433144006
16,0.0016,0.010052927156730652
17,0.0017,0.010681211911580864
18,0.0018,0.01130949244965777
19,0.0019,0.011937768522926166
20,0.002,0.012566039883352607
21,0.0021,0.01319430628290551
22,0.0022,0.01382256747355525
23,0.0023,0.014450823207274257
24,0.0024,0.015079073236037117
25,0.0025,0.015707317311820675
26,0.0026,0.01633555518660411
27,0.0027,0.016963786612369067
28,0.0028,0.017592011341099723
29,0.0029,0.018220229124782897
30,0.003,0.018848439715408175
31,0.0031,0.019476642864967954
32,0.0032,0.020104838325457577
33,0.0033,0.02073302584887543
34,0.0034,0.021361205187223023
35,0.0035,0.021989376092505106
36,0.0036,0.022617538316729753
37,0.0037,0.02324569161190847
38,0.0038,0.02387383573005627
39,0.0039,0.024501970423191816
40,0.004,0.02513009544333748
41,0.0041,0.025758210542519443
42,0.0042,0.02638631547276781
43,0.0043,0.027014409986116716
44,0.0044,0.02764249383460438
45,0.0045,0.02827056677027325
46,0.0046,0.028898628545170082
47,0.0047,0.02952667891134603
48,0.0048,0.03015471762085675
49,0.0049,0.03078274442576252
50,0.005,0.03141075907812829
51,0.0051,0.032038761330023834
52,0.0052,0.03266675093352379
53,0.0053,0.03329472764070783
54,0.0054,0.033922691203660676
55,0.0055,0.034550641374472266
56,0.0056,0.035178577905237825
57,0.0057,0.035806500548057944
58,0.0058,0.036434409055038704
59,0.0059,0.037062303178291796
60,0.006,0.03769018266993454
61,0.0061,0.03831804728209006
62,0.0062,0.03894589676688735
63,0.0063,0.03957373087646139
64,0.0064,0.0402015493629532
65,0.0065,0.040829351978509995
66,0.0066,0.04145713847528524
67,0.0067,0.042084908605438766
68,0.0068,0.04271266212113688
69,0.0069,0.04334039877455242
70,0.007,0.0439681183178649
71,0.0071,0.0445958205032606
72,0.0072,0.04522350508293261
73,0.0073,0.04585117180908103
74,0.0074,0.04647882043391296
75,0.0075,0.04710645070964266
76,0.0076,0.04773406238849164
77,0.0077,0.04836165522268876
78,0.0078,0.04898922896447029
79,0.0079,0.049616783366080074
80,0.008,0.050244318179769556
81,0.0081,0.05087183315779793
82,0.0082,0.05149932805243225
83,0.0083,0.05212680261594743
84,0.0084,0.052754256600626465
85,0.0085,0.053381689758760474
86,0.0086,0.05400910184264876
87,0.0087,0.05463649260459897
88,0.0088,0.05526386179692719
89,0.0089,0.05589120917195797
90,0.009,0.05651853448202452
91,0.0091,0.05714583747946874
92,0.0092,0.05777311791664134
93,0.0093,0.058400375545901925
94,0.0094,0.05902761011961914
95,0.0095,0.0596548213901707
96,0.0096,0.06028200910994351
97,0.0097,0.06090917303133382
98,0.0098,0.06153631290674722
99,0.0099,0.06216342848859885
100,0.01,0.06279051952931337
101,0.0101,0.0634175857813252
102,0.0102,0.06404462699707851
103,0.0103,0.06467164292902734
104,0.0104,0.06529863332963574
105,0.0105,0.06592559795137785
106,0.0106,0.06655253654673796
107,0.0107,0.06717944886821059
108,0.0108,0.06780633466830076
109,0.0109,0.06843319369952383
110,0.011,0.06906002571440578
111,0.0111,0.06968683046548332
112,0.0112,0.0703136077053038
113,0.0113,0.0709403571864255
114,0.0114,0.07156707866141768
115,0.0115,0.0721937718828606
116,0.0116,0.0728204366033457
117,0.0117,0.0734470725754757
118,0.0118,0.07407367955186461
119,0.0119,0.07470025728513795
120,0.012,0.07532680552793272
121,0.0121,0.07595332403289762
122,0.0122,0.07657981255269306
123,0.0123,0.07720627083999129
124,0.0124,0.07783269864747652
125,0.0125,0.07845909572784494
126,0.0126,0.07908546183380492
127,0.0127,0.07971179671807704
128,0.0128,0.08033810013339422
129,0.0129,0.08096437183250177
130,0.013,0.08159061156815754
131,0.0131,0.08221681909313203
132,0.0132,0.08284299416020839
133,0.0133,0.08346913652218263
134,0.0134,0.08409524593186368
135,0.0135,0.08472132214207344
136,0.0136,0.08534736490564694
137,0.0137,0.08597337397543243
138,0.0138,0.08659934910429143
139,0.0139,0.08722529004509887
140,0.014,0.08785119655074317
141,0.0141,0.08847706837412637
142,0.0142,0.08910290526816421
143,0.0143,0.08972870698578612
144,0.0144,0.09035447327993558
145,0.0145,0.09098020390356992
146,0.0146,0.09160589860966059
147,0.0147,0.09223155715119326
148,0.0148,0.09285717928116784
149,0.0149,0.09348276475259859
150,0.015,0.09410831331851431
151,0.0151,0.09473382473195834
152,0.0152,0.09535929874598863
153,0.0153,0.09598473511367797
154,0.0154,0.09661013358811403
155,0.0155,0.09723549392239932
156,0.0156,0.09786081586965154
157,0.0157,0.09848609918300347
158,0.0158,0.09911134361560317
159,0.0159,0.09973654892061402
160,0.016,0.1003617148512149
161,0.0161,0.10098684116060014
162,0.0162,0.10161192760197983
163,0.0163,0.10223697392857974
164,0.0164,0.10286197989364146
165,0.0165,0.10348694525042253
166,0.0166,0.10411186975219654
167,0.0167,0.10473675315225316
168,0.0168,0.10536159520389836
169,0.0169,0.10598639566045438
170,0.017,0.10661115427525991
171,0.0171,0.10723587080167012
172,0.0172,0.10786054499305682
173,0.0173,0.10848517660280853
174,0.0174,0.10910976538433059
175,0.0175,0.10973431109104528
176,0.0176,0.11035881347639176
177,0.0177,0.11098327229382644
178,0.0178,0.11160768729682287
179,0.0179,0.11223205823887186
180,0.018,0.11285638487348167
181,0.0181,0.11348066695417806
182,0.0182,0.1141049042345043
183,0.0183,0.11472909646802143
184,0.0184,0.11535324340830823
185,0.0185,0.11597734480896137
186,0.0186,0.11660140042359549
187,0.0187,0.11722541000584338
188,0.0188,0.11784937330935585
189,0.0189,0.11847329008780214
190,0.019,0.11909716009486973
191,0.0191,0.11972098308426467
192,0.0192,0.12034475880971147
193,0.0193,0.12096848702495346
194,0.0194,0.12159216748375247
195,0.0195,0.12221579993988943
196,0.0196,0.1228393841471641
197,0.0197,0.12346291985939531
198,0.0198,0.12408640683042105
199,0.0199,0.12470984481409851
200,0.02,0.12533323356430426
201,0.0201,0.12595657283493428
202,0.0202,0.1265798623799041
203,0.0203,0.1272031019531489
204,0.0204,0.1278262913086236
205,0.0205,0.12844943020030286
206,0.0206,0.12907251838218128
207,0.0207,0.1296955556082736
208,0.0208,0.1303185416326145
209,0.0209,0.13094147620925903
210,0.021,0.1315643590922825
211,0.0211,0.13218719003578056
212,0.0212,0.13280996879386942
213,0.0213,0.13343269512068592
214,0.0214,0.1340553687703875
215,0.0215,0.13467798949715257
216,0.0216,0.1353005570551803
217,0.0217,0.13592307119869082
218,0.0218,0.13654553168192543
219,0.0219,0.1371679382591466
220,0.022,0.13779029068463805
221,0.0221,0.13841258871270495
222,0.0222,0.13903483209767384
223,0.0223,0.1396570205938929
224,0.0224,0.14027915395573198
225,0.0225,0.14090123193758267
226,0.0226,0.1415232542938584
227,0.0227,0.1421452207789947
228,0.0228,0.14276713114744893
229,0.0229,0.1433889851537008
230,0.023,0.14401078255225216
